file,group,split
test/images/-1078-_png_jpg.rf.7460f8a9673a40cc70053ad12815b882.jpg,g000042,train
test/images/-1078-_png_jpg.rf.93f35379e1e94c56bf3af40625d7aaee.jpg,g000042,train
test/images/-1078-_png_jpg.rf.b932414112d3980cd171c556e99ca1c4.jpg,g000042,train
test/images/-108-_png_jpg.rf.45b7426d8193ae6eb1298a7bdae4bcf3.jpg,g000043,train
test/images/-1080-_png_jpg.rf.a4bb484a371ea844cbbf4176e003a0b4.jpg,g000044,train
test/images/-1087-_png_jpg.rf.fec3d002015dadd2fb834729cd2a68b7.jpg,g000048,train
test/images/-1091-_png_jpg.rf.a54299a181b1fc58bbcbef289f1f2118.jpg,g000049,train
test/images/-1095-_png_jpg.rf.0430e66f27f512ef8b63c20a29f0033a.jpg,g000051,train
test/images/-1095-_png_jpg.rf.0ed8402b90589311de0688577de23042.jpg,g000051,train
test/images/-1095-_png_jpg.rf.1e6df35a3bf1759da77cc48f3745166d.jpg,g000051,train
test/images/-1103-_png_jpg.rf.0761f4f1d2607b181175fb9bec5fd64f.jpg,g000056,train
test/images/-1104-_png_jpg.rf.6dcae95662a32c8fd6388ce0b28c50f7.jpg,g000057,train
test/images/-1106-_png_jpg.rf.95b5db429aba5f207176fdfa5b22a96f.jpg,g000059,test
test/images/-1106-_png_jpg.rf.9c9a41e0a3f43806ff28b28be2913765.jpg,g000059,test
test/images/-1107-_png_jpg.rf.e181358d4d74f86406b0aaceaf22fc2f.jpg,g000060,train
test/images/-1112-_png_jpg.rf.e1e6f7d8d8aaf579a566e66494957349.jpg,g000063,train
test/images/-1116-_png_jpg.rf.4fde7e479d8dbaf99b3c9f1d67104cc0.jpg,g000064,train
test/images/-1122-_png_jpg.rf.f5440e43230103e11a61388cb35577d8.jpg,g000066,train
test/images/-1128-_png_jpg.rf.a68b527ef6e0b428fd365f4e844b10ce.jpg,g000067,train
test/images/-1129-_png_jpg.rf.3a0d5eea95930bf0fe35b8082ff381a1.jpg,g000068,train
test/images/-1132-_png_jpg.rf.2b1c6c602ebc43220824525352d0df48.jpg,g000071,train
test/images/-1132-_png_jpg.rf.f99ec142f9d38d4ca7a88ef821c5edd4.jpg,g000071,train
test/images/-1134-_png_jpg.rf.a09669abab2d6f4f14f7587f1d5e4be3.jpg,g000072,train
test/images/-1142-_png_jpg.rf.a96f971560fcc69dea866e2735827ba4.jpg,g000075,test
test/images/-1143-_png_jpg.rf.460b84888842a5b22c35687cbf6b10ab.jpg,g000076,train
test/images/-1143-_png_jpg.rf.63152ea1cc6e6b84b62e4c0c8caf9dfa.jpg,g000076,train
test/images/-1143-_png_jpg.rf.ebc7c54cfb4c3b4932e77dda9ed5ac9d.jpg,g000076,train
test/images/-1145-_png_jpg.rf.a55c1985a4acf6f71cb8700137f371dd.jpg,g000077,train
test/images/-1148-_png_jpg.rf.b98d6de0f19720e8d5ed1a7896098ee6.jpg,g000079,valid
test/images/-1148-_png_jpg.rf.da5fd7044e3b645095cb88b2fcc217e4.jpg,g000079,valid
test/images/-1152-_png_jpg.rf.7141104f2a097184a14d716794f3d148.jpg,g000080,train
test/images/-1153-_png_jpg.rf.2d5ece38893a8c6d6effa6024282d47a.jpg,g000081,test
test/images/-1154-_png_jpg.rf.512f8495bd8cb5e80814f0e6a8163c53.jpg,g000082,train
test/images/-1156-_png_jpg.rf.7ec39f2e5bd110ade9a2282f6723734e.jpg,g000083,test
test/images/-1159-_png_jpg.rf.fdbdf90deb5f7fe54ac5268751a82f32.jpg,g000085,valid
test/images/-1161-_png_jpg.rf.15fa6698ae9cf15df6b857f20635b0c4.jpg,g000086,train
test/images/-1178-_png_jpg.rf.01dbcf099bd41ccf33271049198804ad.jpg,g000091,valid
test/images/-1186-_png_jpg.rf.ffb51430f6f88efdf041f3ad710bd598.jpg,g000094,train
test/images/-1189-_png_jpg.rf.622aabf5cfce8c9f281aba5e14519b9d.jpg,g000095,train
test/images/-1195-_png_jpg.rf.7de0f1df7f6a097179873c199536f8b3.jpg,g000098,train
test/images/-1195-_png_jpg.rf.9f97d2a09ac5f1ccce46325017dd0f79.jpg,g000098,train
test/images/-1198-_png_jpg.rf.8ae44c17655e22656b8ad07d0244b0e7.jpg,g000099,train
test/images/-1200-_png_jpg.rf.e0d33004a9369544fdc979b02a95a254.jpg,g000101,train
test/images/-1200-_png_jpg.rf.f91d7453433f16704093d1cfb2750ae2.jpg,g000101,train
test/images/-1206-_png_jpg.rf.ab889c568c5f217edb329304b0d8d18c.jpg,g000103,train
test/images/-1207-_png_jpg.rf.9f8c499c2534d6bec64c7ff4e608fc51.jpg,g000104,train
test/images/-1210-_png_jpg.rf.c1e24eb14d56eb8f1db44b6382a63ba9.jpg,g000105,train
test/images/-1213-_png_jpg.rf.0e2a117cc33555d8ae4fb0c8592e3421.jpg,g000106,train
test/images/-1218-_png_jpg.rf.55b56cc3ca3dbb9ebf56143ee3e834e2.jpg,g000109,train
test/images/-1218-_png_jpg.rf.75c4408abdc6ecf3f6bbc755e0c2af44.jpg,g000109,train
test/images/-1228-_png_jpg.rf.8d58564f7d171c809543fddb92c72dee.jpg,g000112,train
test/images/-1228-_png_jpg.rf.9c4c902d876fd21259f63e748ffc2dd7.jpg,g000112,train
test/images/-1231-_png_jpg.rf.4bfe513b0959b7c2311506b55dd952f4.jpg,g000113,train
test/images/-1232-_png_jpg.rf.04bd125fbfc2b44f16fb1649c6775b73.jpg,g000114,train
test/images/-1232-_png_jpg.rf.13a2a2b40d3af35e6923c9b9e77d4474.jpg,g000114,train
test/images/-1238-_png_jpg.rf.7ab263c2ed99ac883be454a86e273140.jpg,g000116,train
test/images/-1242-_png_jpg.rf.6abf36723094c11ee356a6e0f13f9a29.jpg,g000118,train
test/images/-1242-_png_jpg.rf.b961881e90b063d5d379e325b9a0e30d.jpg,g000118,train
test/images/-1242-_png_jpg.rf.ee1193d2486b49c309f7c7fb90740550.jpg,g000118,train
test/images/-1245-_png_jpg.rf.e37b5d8f3d81b69f86fd7d3d6d669f5e.jpg,g000120,train
test/images/-1248-_png_jpg.rf.7904d265edd4d3e9b610ca521be626b5.jpg,g000122,train
test/images/-1248-_png_jpg.rf.8517c936a1ced127c5de3435f98f563b.jpg,g000122,train
test/images/-1253-_png_jpg.rf.af81e942bae73fbe5d1faffe2b983e64.jpg,g000125,valid
test/images/-1255-_png_jpg.rf.1a263c5ebb873d6973a76bf8a417b8e3.jpg,g000126,train
test/images/-1255-_png_jpg.rf.56d4416cb8fa04630e4861d5246dbbd4.jpg,g000126,train
test/images/-1255-_png_jpg.rf.5d8fd9b5fc34afd2f92364ff64b8f0bc.jpg,g000126,train
test/images/-1255-_png_jpg.rf.a909a8052569bffbe22873b15be52f68.jpg,g000126,train
test/images/-1256-_png_jpg.rf.38fcd8dcffa8deeab1678635291bee1e.jpg,g000127,train
test/images/-1257-_png_jpg.rf.344b048c03f816e87ef977727b4b1d46.jpg,g000128,train
test/images/-1257-_png_jpg.rf.7874bd559a89bd3ff2afe3c16ca1458e.jpg,g000128,train
test/images/-1259-_png_jpg.rf.af33138d79a3195e04cbfa7585b6177b.jpg,g000129,train
test/images/-1259-_png_jpg.rf.bade06df6a7ca06c38db0b76870a671a.jpg,g000129,train
test/images/-1270-_png_jpg.rf.dd6da61566291b162d29ab5ae34c4d60.jpg,g000133,valid
test/images/-1272-_png_jpg.rf.22150970f281f8dedbd70b622e18592e.jpg,g000135,train
test/images/-1272-_png_jpg.rf.761682f4b62c071b5b8a90110223400e.jpg,g000135,train
test/images/-1275-_png_jpg.rf.1c7412dd83518eeee2681488cf8b3c1f.jpg,g000137,test
test/images/-1275-_png_jpg.rf.5655ecb77b3d7fdbe983e7739abbc25d.jpg,g000137,test
test/images/-1279-_png_jpg.rf.a25701d1918ed441ab2d5fa2d4c6befc.jpg,g000140,valid
test/images/-1283-_png_jpg.rf.5a736f163a8b6f0d49f4a481f0fd6bb7.jpg,g000142,valid
test/images/-1283-_png_jpg.rf.f482e441046f2f82f225e667a7e9d071.jpg,g000142,valid
test/images/-1284-_png_jpg.rf.12f82fdb0b7a0f5615cd914a227cb2f7.jpg,g000143,train
test/images/-1290-_png_jpg.rf.b34608a57148ce889b04012a87b278cb.jpg,g000145,train
test/images/-1293-_png_jpg.rf.11248aea78f6760c2e8aa0d63fc787df.jpg,g000147,train
test/images/-1293-_png_jpg.rf.578f8b4abc25d19bb4fc1b1f0f4f5e73.jpg,g000147,train
test/images/-1293-_png_jpg.rf.7e222ce1d44e8e92f9988e186a5126b9.jpg,g000147,train
test/images/-1297-_png_jpg.rf.ed0b3ef9c7e4211b1b44762f8b058a22.jpg,g005293,train
test/images/-1298-_png_jpg.rf.c743dd5113273d3d0ecff1aad9804027.jpg,g000149,train
test/images/-1301-_png_jpg.rf.36f806db0909a3c6a4565516de51d4a0.jpg,g000151,train
test/images/-1302-_png_jpg.rf.1dd4dbd10f184cc9cd77cec590ff9bad.jpg,g000152,train
test/images/-1302-_png_jpg.rf.7ef63fe7976677880b9b945ed794c233.jpg,g000152,train
test/images/-1302-_png_jpg.rf.ed1c5ed037be219c005e07322380f4eb.jpg,g000152,train
test/images/-1303-_png_jpg.rf.5d223af66e592a36a9774e5cb916fc12.jpg,g000153,train
test/images/-1303-_png_jpg.rf.713356c2caf4326e937e62e75abfca1b.jpg,g000153,train
test/images/-1306-_png_jpg.rf.15837685f33115bb23db8b7939832a1e.jpg,g000155,train
test/images/-1309-_png_jpg.rf.183c9a2594c04e25d5edcb1402bd42a2.jpg,g000157,train
test/images/-1309-_png_jpg.rf.67c114d27af78532b1f2e00096fcd42a.jpg,g000157,train
test/images/-1309-_png_jpg.rf.caf15adee42518b8d30eb052773e33f4.jpg,g000157,train
test/images/-1316-_png_jpg.rf.996475e73820d0da6b1a5d06a17b22ee.jpg,g000159,train
test/images/-1316-_png_jpg.rf.a5d3384886b18bd2740d8df171071d54.jpg,g000159,train
test/images/-1317-_png_jpg.rf.07900c9bc97723c7dd10b45992174aa2.jpg,g000160,train
test/images/-1319-_png_jpg.rf.4d3e844b5c4e9db157785ac1fa0bea5b.jpg,g000162,train
test/images/-1325-_png_jpg.rf.3318ebd1b6f9b97f51fc5183e236e73f.jpg,g000165,train
test/images/-1330-_png_jpg.rf.f5c92bab6519cf172f462e850caeac0d.jpg,g000169,train
test/images/-1333-_png_jpg.rf.11773f1edb4d545d563c1c94928ec6da.jpg,g000170,train
test/images/-1336-_png_jpg.rf.99e08c77145da5e7200987e6d976780d.jpg,g000173,train
test/images/-1347-_png_jpg.rf.60d31ed4157165bc765f3bf38b702f49.jpg,g000177,train
test/images/-1348-_png_jpg.rf.466e98d212b2b871a6c51193c4727494.jpg,g000178,train
test/images/-1348-_png_jpg.rf.6065301f611a294104a9e1dacf7f79d4.jpg,g000178,train
test/images/-1350-_png_jpg.rf.a58089fa0a948a42988b5196b4dece80.jpg,g000180,train
test/images/-1352-_png_jpg.rf.50f4a6eb3e59c016820e43cce5820492.jpg,g000181,test
test/images/-1352-_png_jpg.rf.5fd4ec5f979a2392afa5cfcbff6c71d9.jpg,g000181,test
test/images/-1352-_png_jpg.rf.f2d93fc46941fd2f075fa6271fb518c5.jpg,g000181,test
test/images/-1352-_png_jpg.rf.ff1cd17e43376e863a7cc47090fcaf26.jpg,g000181,test
test/images/-1354-_png_jpg.rf.4320979d2b59d662928810075685ea5d.jpg,g000182,train
test/images/-1356-_png_jpg.rf.9a2c4d2ae52a9de616c6377843c4407b.jpg,g000184,test
test/images/-1357-_png_jpg.rf.46991a02e606c58294b992855e83fa09.jpg,g000185,train
test/images/-1357-_png_jpg.rf.9b0287e6e7ffb96f971a8df948913b2a.jpg,g000185,train
test/images/-1358-_png_jpg.rf.7558b5d70a219d2f196c3b16403df921.jpg,g000186,train
test/images/-1361-_png_jpg.rf.605035a06e1c4f0a0b5588fa5203c6f2.jpg,g000188,valid
test/images/-1361-_png_jpg.rf.6a07a13d808c961a9ccc4e6bca48bfe8.jpg,g000188,valid
test/images/-1363-_png_jpg.rf.beb8119f7ac538645dcde453197cc4a4.jpg,g000189,train
test/images/-1363-_png_jpg.rf.e3d46b9fd7c9731ccbaf4bcdcff74572.jpg,g000189,train
test/images/-1363-_png_jpg.rf.e601a66ada83ba4eef3185a2e0f251bb.jpg,g000189,train
test/images/-1372-_png_jpg.rf.be66e9f128c282eafa49bd0ec4ba20a8.jpg,g000193,train
test/images/-1377-_png_jpg.rf.110a42be2f2eca4a1ebe7735e6779e31.jpg,g000194,valid
test/images/-1381-_png_jpg.rf.e850132c08e70c3754bfab13241a4114.jpg,g005294,valid
test/images/-1383-_png_jpg.rf.1fbeda72c1c82dd78bca0a7c7c826405.jpg,g000197,train
test/images/-1387-_png_jpg.rf.a5c9d69f61686a5da4598e48b6ec33ba.jpg,g000200,test
test/images/-1397-_png_jpg.rf.12c5e90510d024f187aea6ef5d2fddad.jpg,g000203,train
test/images/-1397-_png_jpg.rf.15a6a50aa7552be43273eaf660530790.jpg,g000203,train
test/images/-1397-_png_jpg.rf.167046bf71ed80d02787d2e5ace8e8e0.jpg,g000203,train
test/images/-1397-_png_jpg.rf.a79e7608f55adfc9c04e43cc287100b7.jpg,g000203,train
test/images/-1400-_png_jpg.rf.b1052055ed04c92a2b331041a672c0be.jpg,g000204,train
test/images/-1406-_png_jpg.rf.0738f7f096b5cbfb9936fd40ebbb21ea.jpg,g000206,train
test/images/-1413-_png_jpg.rf.b9e2173799edd1d7cc99c9de6e2b070e.jpg,g000208,valid
test/images/-1417-_png_jpg.rf.83ae3568acafd803e109f6bfb31cf072.jpg,g000209,train
test/images/-1419-_png_jpg.rf.1303839bdc1bcbcf168bad3325b0a92c.jpg,g000210,valid
test/images/-1419-_png_jpg.rf.87bd7848506b2fd78851183b3a91f736.jpg,g000210,valid
test/images/-1421-_png_jpg.rf.3fed32685dd468690b5566d1bb2d869d.jpg,g000212,test
test/images/-1421-_png_jpg.rf.af340b7e7af1a62ae2d49accd0df21a2.jpg,g000212,test
test/images/-1423-_png_jpg.rf.83cf273da439f3e441875842178fa399.jpg,g000213,train
test/images/-1423-_png_jpg.rf.b966007340b935f55b10b38bdbb6be9d.jpg,g000213,train
test/images/-1424-_png_jpg.rf.d84e0d77ec18afa8bb15aec9e0903d96.jpg,g000214,valid
test/images/-1425-_png_jpg.rf.f20d88b3ea1ca3a970f2344d9de98baa.jpg,g000215,train
test/images/-1426-_png_jpg.rf.f61b549262b70a5e6275f68e697199fd.jpg,g000216,test
test/images/-1435-_png_jpg.rf.d9176d8dcc32167aebec509f88d8a4eb.jpg,g000218,train
test/images/-1436-_png_jpg.rf.c43255d7bdaed7cbca287c05e1f1932c.jpg,g000219,train
test/images/-1442-_png_jpg.rf.2e31497ad3beb83bbe2916899b2040ef.jpg,g000221,test
test/images/-1442-_png_jpg.rf.e224b55b5e731f342b7d6b6df86967e2.jpg,g000221,test
test/images/-1443-_png_jpg.rf.44e3e14b9636710d9da075dc9f376905.jpg,g000222,valid
test/images/-1443-_png_jpg.rf.bdbf8c29cf00127e97e3d420100b222d.jpg,g000222,valid
test/images/-1445-_png_jpg.rf.e85c684242b3d3c4ead6731387f7dd2f.jpg,g000223,train
test/images/-1446-_png_jpg.rf.0f64d1589ba5d8adadb90b670a2374a0.jpg,g000224,train
test/images/-1451-_png_jpg.rf.275f3fc1d61cf591c3e4347ba8243f6e.jpg,g000226,train
test/images/-1451-_png_jpg.rf.5b9238e2377c68bc1959d7a7e6443991.jpg,g000226,train
test/images/-1453-_png_jpg.rf.5bbb9baf8b675d56542a5f81d861de1e.jpg,g000227,valid
test/images/-1454-_png_jpg.rf.a8d0ff0fa9cc25e4fcfee7d3655a4690.jpg,g000228,train
test/images/-1456-_png_jpg.rf.0b0389416f21ed5760a67e2d8d63e531.jpg,g000229,train
test/images/-1456-_png_jpg.rf.61d60b207ab3004b46ae66b2bc8a9b0c.jpg,g000229,train
test/images/-1456-_png_jpg.rf.67a728d3d4467d60aa6edffbf7b6dc32.jpg,g000229,train
test/images/-1458-_png_jpg.rf.eb9d8aea1bd74ef03d2fb50836e4a6fc.jpg,g000231,train
test/images/-146-_png_jpg.rf.0a10a7028b5d60ec954a8f800e7939e9.jpg,g000232,train
test/images/-146-_png_jpg.rf.284a0fa1f5f1f67a7c058c3f6e846820.jpg,g000232,train
test/images/-1462-_png_jpg.rf.16b1e96b43094d28268b6eeec6c8aa1d.jpg,g000235,train
test/images/-1462-_png_jpg.rf.a91c72cea10cdc0819e0bbfd4f98bd59.jpg,g000235,train
test/images/-1471-_png_jpg.rf.12c97aa564541191bd74ab815ca7e011.jpg,g000236,train
test/images/-1472-_png_jpg.rf.4bb02db2aac365a8a654f6ae631c4dc2.jpg,g000237,train
test/images/-1473-_png_jpg.rf.93ed8e9a2e75c593119a4aafa63f101d.jpg,g005295,train
test/images/-1477-_png_jpg.rf.7d2daeb10fa2c5be428adb429cc0aa69.jpg,g000239,train
test/images/-1478-_png_jpg.rf.070a049c147286f6371313040da3176b.jpg,g000240,train
test/images/-1478-_png_jpg.rf.7ba6a5240ecd53019959ed05de9de27d.jpg,g000240,train
test/images/-1481-_png_jpg.rf.6755e2b06dbd938c8ba752dbdeea4c45.jpg,g000241,train
test/images/-1481-_png_jpg.rf.8591400037bc43a6f2e85039c5bdf8b6.jpg,g000241,train
test/images/-1481-_png_jpg.rf.c99bdab629c5b3af33c6ebcbcf89168b.jpg,g000241,train
test/images/-1485-_png_jpg.rf.555b6e915cc5d8d7c5ab6e4dd545377e.jpg,g000242,train
test/images/-1485-_png_jpg.rf.7979ab1bf290c308e24af10459afd23d.jpg,g000242,train
test/images/-1490-_png_jpg.rf.991b7acbdea88d2598ac3cf7fba1001f.jpg,g000243,train
test/images/-1490-_png_jpg.rf.febb6f182c22c43e7d7bdee94dbc7e24.jpg,g000243,train
test/images/-1492-_png_jpg.rf.1d1e8046af8cc04e56ade3a75e5ad971.jpg,g000245,train
test/images/-1492-_png_jpg.rf.7f69335f9d4d56f53beb5e512c6ab757.jpg,g000245,train
test/images/-1494-_png_jpg.rf.2e59c1571a1c5771b2ac6f05c484093e.jpg,g000246,train
test/images/-1496-_png_jpg.rf.7d62b13a99c031011d1fd7445b5fa96c.jpg,g000247,test
test/images/-1497-_png_jpg.rf.16e235080500a9328686ed4a4037cd9d.jpg,g000248,test
test/images/-1497-_png_jpg.rf.4caaa9124cb47f1e6c440ba40d45f834.jpg,g000248,test
test/images/-1497-_png_jpg.rf.4ed186e54d4656405201e0d53dbaba27.jpg,g000248,test
test/images/-1502-_png_jpg.rf.b8556fbb5686726c5f2966ea41ad95ce.jpg,g000250,train
test/images/-1502-_png_jpg.rf.e616dbbe87d90580560952219120e4a9.jpg,g000250,train
test/images/-1506-_png_jpg.rf.035791d2a40937a7e6d743f478118002.jpg,g000252,train
test/images/-1506-_png_jpg.rf.1f32d00c2586a3c743f60a21ae7efcc6.jpg,g000252,train
test/images/-1506-_png_jpg.rf.7c4553d277d22353c42be13081fb9aae.jpg,g000252,train
test/images/-1506-_png_jpg.rf.8e3d39ae94cf5d31df743205e05ed7a5.jpg,g000252,train
test/images/-1507-_png_jpg.rf.69d2106f5fd524821c58fe69b211de08.jpg,g000253,train
test/images/-1507-_png_jpg.rf.89074b1ecad04818c044b09194fa8898.jpg,g000253,train
test/images/-1507-_png_jpg.rf.a3a6111bd13f3306939c5e1e768127c4.jpg,g000253,train
test/images/-1507-_png_jpg.rf.b75f91fe1b951cd0c964209948a76a8f.jpg,g000253,train
test/images/-1507-_png_jpg.rf.d7928f5b4c9e3b817dcc96a4bbee3d33.jpg,g000253,train
test/images/-1511-_png_jpg.rf.324159211eea4668681afbd167338a17.jpg,g000256,train
test/images/-1514-_png_jpg.rf.20bd5af5c71f7eb66a5ced8534b181ed.jpg,g000258,train
test/images/-1514-_png_jpg.rf.88f41048fa79693931e0a15e7b7de001.jpg,g000258,train
test/images/-1514-_png_jpg.rf.f8dd9121e02bf7577ef44e2401fec41c.jpg,g000258,train
test/images/-1515-_png_jpg.rf.328a07e43a39d1616e3679c396b13f34.jpg,g000259,test
test/images/-1516-_png_jpg.rf.105d1612d3c800642d45b5ca15121891.jpg,g000260,train
test/images/-1518-_png_jpg.rf.c02e935cf847fa249908244c861c7f79.jpg,g000261,valid
test/images/-1519-_png_jpg.rf.856aac9ad113178f3961da1ad23bdda8.jpg,g000262,test
test/images/-1519-_png_jpg.rf.ede1260d51af02ac2c88cd8aef4e2662.jpg,g000262,test
test/images/-1520-_png_jpg.rf.8cfe26b74d3b2448825f72105ba3f08d.jpg,g000263,valid
test/images/-1521-_png_jpg.rf.353bba77af5e9b7c24f26917a6bd86a6.jpg,g000264,train
test/images/-1521-_png_jpg.rf.e289a92c6bb5315bbd337c041f729fb6.jpg,g000264,train
test/images/-1523-_png_jpg.rf.eaf966762724abee2266806fab7bf792.jpg,g000266,train
test/images/-1525-_png_jpg.rf.ea7d2f0f5f2cfe8177fd44208e609a0d.jpg,g000267,train
test/images/-1532-_png_jpg.rf.556c88b8a05a03d134540396476a950f.jpg,g000270,train
test/images/-1534-_png_jpg.rf.37bb434b3d3f3631d338d8d19d0d39fc.jpg,g000271,test
test/images/-1534-_png_jpg.rf.3b3c363726b3b0af0908e43159fc5f66.jpg,g000271,test
test/images/-1540-_png_jpg.rf.47833bb94387b8a4490959f7a6fbbf25.jpg,g000273,test
test/images/-1540-_png_jpg.rf.e4e26dad67a7fa299e54fd9057ecd177.jpg,g000273,test
test/images/-1542-_png_jpg.rf.01916dfe89e5157e329d4d407a35512a.jpg,g000274,train
test/images/-1542-_png_jpg.rf.acd13a9a6365cac9bc3aa5f88d6a5a5f.jpg,g000274,train
test/images/-1546-_png_jpg.rf.973bab9b188944cb785d5caba890897d.jpg,g000275,valid
test/images/-1550-_png_jpg.rf.28337707280a257e550e8a12520a4f92.jpg,g000277,train
test/images/-1550-_png_jpg.rf.9e8f6ea9830e844e8a9fcaa9670a4b17.jpg,g000277,train
test/images/-1554-_png_jpg.rf.16ae434d96872fb47c4c1e135067d382.jpg,g000279,train
test/images/-1560-_png_jpg.rf.32439133834b4e588bc5612b6c8f6a7a.jpg,g000280,train
test/images/-1560-_png_jpg.rf.45c0e790c49cd4e5adbba171af7f5438.jpg,g000280,train
test/images/-1561-_png_jpg.rf.30adbbca41e154bccbf4c0ce4c183bd0.jpg,g000281,valid
test/images/-1561-_png_jpg.rf.ad40cd79f525165c5aac05eae7243722.jpg,g000281,valid
test/images/-1562-_png_jpg.rf.17fc2f6d3461f9d136f3c2d00406f780.jpg,g000282,train
test/images/-1562-_png_jpg.rf.9ee131f2087866e9a996ec64dcaa75a7.jpg,g000282,train
test/images/-1570-_png_jpg.rf.440ba7a7783e4c4626b7bf10b95e9c7b.jpg,g000285,train
test/images/-1570-_png_jpg.rf.fb4b2aaa4913e7d7abff7e0a7233ef35.jpg,g000285,train
test/images/-1571-_png_jpg.rf.9f6040b49a2d6379dad9098b32b87a5d.jpg,g000286,train
test/images/-1574-_png_jpg.rf.5fe1f913a3dd591593dcc26bf546963e.jpg,g000288,train
test/images/-1574-_png_jpg.rf.f2dada9b8516284ff826905685c24d2a.jpg,g000288,train
test/images/-1579-_png_jpg.rf.27389e08a49f220a4434f3a059f9d102.jpg,g000289,test
test/images/-1579-_png_jpg.rf.b26cea135d7567f25a45d0de45875378.jpg,g000289,test
test/images/-1579-_png_jpg.rf.e3d91033980c518e679aa846d742f16d.jpg,g000289,test
test/images/-1580-_png_jpg.rf.25a92afb0722ef270ed87c9d89c2d03e.jpg,g000290,train
test/images/-1580-_png_jpg.rf.d283cd85431371fc3181fdea669c2e69.jpg,g000290,train
test/images/-1582-_png_jpg.rf.5fa0760fae7750941387a818e34e3476.jpg,g000291,train
test/images/-1582-_png_jpg.rf.7150fda3654e662780a4797a5d9c9d47.jpg,g000291,train
test/images/-1583-_png_jpg.rf.1a534602c70912cceb40602424141a02.jpg,g000292,train
test/images/-1583-_png_jpg.rf.cf12ebd2e813fc751145dadb857ddc96.jpg,g000292,train
test/images/-1583-_png_jpg.rf.d8a48925ac75ad0e67902a04e9e67d35.jpg,g000292,train
test/images/-1585-_png_jpg.rf.044256229989cb17ba6299110f1574e5.jpg,g000294,train
test/images/-1585-_png_jpg.rf.1d1c70c05127839149e07969194bd08e.jpg,g000294,train
test/images/-1585-_png_jpg.rf.9546cad69c75bfe6aaa5f3acc7a43e89.jpg,g000294,train
test/images/-1587-_png_jpg.rf.49e711fc6453ebe248578e3bac2f9e27.jpg,g000296,train
test/images/-1587-_png_jpg.rf.a4961e4be74f84119ddab5c146456596.jpg,g000296,train
test/images/-1591-_png_jpg.rf.2dc1effb65f9977755136e950aedee79.jpg,g000300,train
test/images/-1591-_png_jpg.rf.4aa19766114a22cd68dc4e493ff790dc.jpg,g000300,train
